@RELATION iris

@ATTRIBUTE Text STRING
@ATTRIBUTE class {0,1}

@DATA
'צוות האירוח היה מדהים עזרו לי בכל שאלה גם כשהיו בעיות אישיות הסכימו לעשות בשבילי שיחות טלפון שהייתי אמור לעשות בעצמי מצוינים' ,1
'לא ניקו את החדר בזמן השהיה במלון צק אין  יקר יחסית למיקום שאינו במרכז העיר    עדיין פחות נוח וחוויתי מאשר מלון במרכז אמסטרד' ,0
'ארוחת בוקר טובה חדר נקי ומרווח יחסית צוות נחמד ושירותי' ,1
'מלון טוב קרוב לתחנת רכבת שמאפשר להגיע לכל מקום בקלות' ,1
'הצוות מאוד נחמד  החדר נקי מאוד  יש קפה ותה חופשי בלובי קרוב לתחנת הרכבת ואוטובוסים' ,1
'צוות בסדר  ארוחת בוקר סבירה' ,1
'המחיר כלפי המיקוםאין שום דבר ליד המלון חוץ מתחנת הרכבת  במסעדת המלון אוכל נוראי' ,0
'מלון מדהים עיצוב המלון מוקפד   לפרטים הקטנים ביותר  שירות אדיב מאוד  מיקום אידיאלי  ספא מפנק מאוד  במילה אחת  חוויה' ,1
'חדר קטן קר מאוד למרות ההסקה היינו אמורים להתלבש טוב בתוך החדר' ,0
'צוות לא ממש עוזר  החדר התקבל בדקה האחרונה בסביבות 1500 למרות שההינו שם כבר ב 1200 יום אחד לא ניקו את החדר כי לא הספיקו   לדבר עם הלובי צריך להמתין לא מעט זמן שברקע מוזיקה מעצבנת  הינו לנו תקלה בחדר לא ממש עזר עד השיחה הרביעית' ,0
'היו כמה בעיות במלון 1 הארון היה בלתי ניתן לפתיחה מאוד מאוד קשה  היתה חסרה תאורה  לצורך איפור והתארגנות  המעליות מאוד איטיות זמן המתנה גבוה מהמקובל ופעמים רבות נאלצים לרדת או לעלות ברגל' ,0
'המעליות איטיות מאוד  ארוחת בוקר יקרה ולא יעילה במיוחד אין מבחר בבופה וצריך להזמין מתפריט קצת פחות אהבנו אבל תכלס מי קם לארוחת בוקר באמסטרדם' ,0
'העיצוב מושלם ונוחות החדר והמיטה מיקום מנצח ממש קרוב לדאם  סוויטה 2 קומות מצויידת בבית חכם ואייפד השולט על הכל בחדר אין מילים להוסיף למושחטים מבינכם  בגג קומה יש בר נחמד שפועל כל השבוע ובסופי שבוע' ,1
'מקלחת מוזרה קצת וטיפה יקר שם   מחיר ועניין ארוחת הבוקר שלא היתה כלולה' ,0
'מיקום מצויין  רמת אירוח גבוהה  הכל היה מעולה הצוות אדיב אוכל ברמה גבוהה והחדר מדהים' ,1
'מלון מצויין   מיקום מצויין   מסעדות טובות   שווה כל שקל' ,1
'החדרים קטנים  ומאד  לא  נח שהכיור  באמצע החדר   הציפייה   ממלון ברמה  כזאת קצת יותר  גבוהה' ,0
'מיקום מושלם שירות ללא פשרות בר מדהים  מאוד נחמדים  נקי ויפה' ,1
'לא היה נוף לעיר מהחדרים  לא מתאים למשפחות' ,0
'אירוח ושירות  מעולים עיצוב מהמם וחדשני ספא מפנק ומסעדת בשרים מעולה בקומה השישית' ,1
'החדר לא תמיד היה הכי נקי  הארון מאוד קטן אין חימום במקלחת   והחימום בחדר לא הכי מחמם' ,0
'מלון איכותי ומומלץ מכל הבחינות החל במיקום רמת השירות החדר המפנק מסעדות ספא   מומלץ מאד מאד' ,1
'החדרים מעוצבים מושלם גדולים מאוד לאמסטרדם   הספא ארוחת הבוקר והצוות היו נפלאים   בהחלט נחזור' ,1
'מיקום מדהים צוות מקסים וחדר מעולה  ארוחת בוקר מצויינת עדיף להכניס לדיל מראש  החדרים נהדרים ונוחים' ,1
'המלון מעוצב בצורה מדהימה מודרנית ומטופחת השירות הוא מעל ומעבר והמתקנים ובמיוחד הבריכות והספא פשוט מדהימים  המקום נותן תמורה מלאה למחיר' ,1
'מלון מעולה  מיקום נוח 200 מטר מהדאם  מעוצב יפה  הכל חדש נפתח לפני פחות משנה' ,1
'חדרים קטנים מידי שומעים רעשים מהחדרים  מחירים גבוהים בבר ומסעדות' ,0
'היה מדהים המלון מעוצב יפהייפה ומודרני השירות מצויין   מלון מהמם שווה כל שקל' ,1
'קומה 4 עליה קשה אבל זה עוד בסדר  חדר צפוף הכל קטן  מדי פעם ריח של ביוב   חם לפחות שיעשו איוורור או משהו  בשירותים ריח מסריח של שירותים גם אחרי הניקיון' ,0
'היה מלא רעש מהרחוב לא ניקו כמו שצריך את החדרים  החדרים טיפה קטנים   אכזבה' ,0
'המון רעש חיצוני בחדרים אפילו בקומות הגבוהות  חדרים קטנים מאוד  מה שלא אהבתי זה השירות  היינו צריכים להעיר את בעל המקום באמצע הלילה כדי לעשות צק אאוט  לא איכותי   זה בר שמחובר למלון    חדר נורא קטן' ,0
'ממוקם באיזור מצויין מול מקום נהדר של ארוחת בוקר  נקי וחדר מרווח' ,1
'חדר פצפון שירות מזעזע  רעש מהרחוב   לא נקי' ,0
'מיקום מעולה אחלה שירות הכל טוב  האינטרנט אלחוטי חזק ביותר שיחות וידאו חלקות בלי שום הפרעות' ,1
'החדרים קטנים מאד  לא מאוד נקי החדרים ליחיד קטנים באופן קלאוסטרופובי לא מקפידים על ניקיון השירותים ולא מספקים שום אביזרים לניקוי' ,0
'ידוע שבאמסטרדם החדרים קטנים אבל לא ברמה כזאת החדר בנוי כמו מזדרון ואי אפשר לזוז  התמונות באתר ממש אבל ממש לא כמו במציאות' ,0
'נקי מאד המקום משופץ המיקום מעולה וקרוב להכל   אחלה אנשים' ,1
'החדר פצפון   המדרגות לעליה לחדר פשוט זוועה  וקיבלנו חדר עם שתי מיטות יחיד כאשר בינהן יש ארון ולא ניתן לחבר בינהם תשובת המקום הייתה שכל החדרים תפוסים ואין מה לעשות  חדר מלוכלך מגבות ומצעים קרועים' ,0
'מיקום נחמד  שווה לגמרי 5 דקות מכיכר דאם' ,1
'החדר שקיבלנו היה זעיר בעליית הגג ממש קשה לתנועת שני אנשים מחוץ למיטה  קבלת הפנים בקבלה הייתה פחות מצוננת שום נסיון להתייחס להיותנו תיירים בעיר' ,0
'ארוחת בוקר מושקעת ואיכותית המקום נעים ונוח וקרוב להכל מומלץ בחום' ,1
'הניקיון במלון דורש שיפור משמעותי   במזל היינו זוג והזמנו חדר לשלושה החדר יחסית קטן' ,0
'אהבנו את היחס של המארחים בכל בוקר וחזרה למלון בירכו אותנו  אהבנו את הנוחות במלון המרפסת והמכונות שתייה  המיקום של המלון נהדר אפשר לנו להתנייד ברגל ובתחבורה ציבורית בצורה נוחה' ,1
'מיקום מעולהצוות ידידותי מסייע ואדיב חדר מרווח ומאובזר וארוחת בוקר מצויינת תמורה מלאה למחיר' ,1
'חדר קטנטן ומלוכלך ולא נוח' ,0
'מיקום מצוין ומלון שקט  מאד אדיבים חדר גדול מרווח וחדשני מעוצב יפה ונקי יש טוירה מגניבה וצעירה במלון ארוחת בוקר מעולה עם כל מה שצריך ויותר' ,1
'מלון מעולה חדרים מעולים ומאובזרים ברמה הכי גבוהה שיש ארוחת בוקר כלולה אבל מזינה' ,1
'המלון חדש  מעוצב בצורה חכמה ויעילה   הצוות היה מעולה וסייע רבות' ,1
'מלון יפיפה חדר מפנק צוות אחלה ארוחת בוקר טובה הכל היה נפלא' ,1
'המיקום רחוק מאד מהמרכז המלון נמצא באזור עסקים יש צורך בנסיעה במטרו עד מרכז העיר בלילה כשאין הופעה בסביבה האזור שומם' ,0
'מלון מעולה חדשני נקי מיטה נוחה ומקלחת מפנקת מומלץ מאוד' ,1
'מזרון רך כמו צמר גפן בשקלגורם כאבי גב  לא מחליפים שם מצעים  ארוחת בוקר דלה  אין כסא בחוץ' ,0
'ארוחת בוקר טובה  צוות נפלא  חדר נקי ומודרני  מקום מצוין' ,1
'ארוחת בוקר בסדר גמור  היחס והעזרה מצוות המלון בלי יוצא מן הכלל היה מעל ומעבר לכל ציפיה' ,1
'מלון מעולה קרוב למרכז ארוחת בוקר טובה מאודחדרים גדולים' ,1
'הכל פשוט מושלם חדרים נקיים ונוחים ארוחת בוקר טוב מאוד צוות מקסים ואדיב' ,1
'צוות מקסים נדיב ומקצועי שעזר לנו רבות  ארוחת בוקר מדוייקת וטעימה  עמדת וופל בלגי שוס היסטרי  ממולץ בחום רב לא חייבים להוציא הרבה כסף על מלון במרכז עדיף להוציא כסף בקניות ואוכל הנפלאים באמסטרדם' ,1
'קרוב יחסית לטרמינל הספינות מלון טוב תמורה טובה למחיר חדרים טובים מאוד ארוחת בוקר ממש טובה צוות אדיב ומשתדלים לענות לכל בקשה' ,1
'ארוחת בוקר טובה בהחלט נגישות למלון קלה ביותר  נקי מעולה צוות אדיב' ,1
'הכל היה פשוט מצוין המיקום שלוש תחנות בטראם קו 26  מהתחנה המרכזית האוכל ממש סבבה ואפילו עשיר ביחס למה שיש באירופה אם כי זה לא השפע של ישראל צוות חייכן ואדיב חדרים מרווחים ומאובזרים היטב WIFI מעולה מקום אידיאלי' ,1
